V744A,V744B,V744C,V744D,V744E,education_femme,age_femme,exposition_medias,nb_enfants,quintile_richesse,femme_travaille,education_conjoint,alcool_conjoint,milieu_rural,television,radio,violence_physique
0,1,0,0,0,2,38.61865042027631,0,9,5,0,2,0,1,2,1,1
0,0,0,0,0,2,30.81630553794329,0,0,3,0,1,0,1,0,2,0
0,0,0,0,0,1,27.952382557851372,0,3,2,0,1,0,0,2,0,0
0,0,0,0,0,0,21.18963139212289,0,2,4,1,2,0,1,1,2,0
1,1,0,0,0,3,14.763956186723274,0,2,4,1,2,0,1,2,1,1
0,1,1,0,0,1,19.355200638867785,0,6,4,1,2,0,1,1,1,1
0,0,0,1,0,1,47.91880738554445,1,3,2,0,1,0,0,2,1,1
0,1,0,0,1,1,32.817469538756356,0,4,1,0,2,0,0,0,1,1
0,0,0,1,0,1,14.650010316903028,1,2,5,1,1,0,1,1,1,1
0,1,0,0,1,1,43.9119992263645,0,5,4,1,2,0,1,0,1,1
1,1,0,0,0,2,44.38395589322996,0,3,2,1,1,0,1,1,1,1
0,0,0,0,0,3,44.33187578785037,0,1,1,1,0,0,0,2,1,0
0,0,0,0,0,0,28.9704588217988,1,2,2,1,2,0,0,1,2,0
0,0,0,0,0,2,30.400061310794083,1,4,2,1,1,0,1,1,0,0
0,0,0,0,0,0,34.17993913248518,0,3,1,1,2,0,1,2,2,0
0,0,1,0,0,0,45.929732524350555,1,5,3,0,0,0,1,2,0,1
0,0,0,0,0,2,27.7394205224757,0,5,4,0,2,0,0,0,1,0
1,0,0,0,0,2,25.883956825399355,1,3,3,1,2,0,0,0,1,1
0,0,0,0,0,1,39.369794875721574,1,1,3,1,2,0,0,1,1,0
0,0,0,1,0,1,44.14606902480185,0,5,5,1,1,0,1,1,1,1
0,0,0,0,0,1,32.40904654378601,1,5,4,0,0,0,0,0,2,0
0,0,0,0,0,2,39.13509114255803,0,3,1,0,0,0,1,0,0,0
0,0,0,0,0,1,33.945754905888506,1,3,2,0,0,0,0,1,1,0
0,0,1,0,0,1,30.56342516322795,0,2,2,1,2,0,1,2,1,1
0,0,0,1,0,2,25.18771275408158,0,5,3,1,2,0,0,1,0,1
0,0,0,0,0,2,22.169102916543373,0,3,4,1,2,0,0,0,2,0
0,1,0,0,0,2,27.182675625534223,0,2,2,0,2,0,1,1,2,1
0,0,0,0,0,2,23.822649571422733,1,2,2,0,1,0,1,0,2,0
1,0,0,1,0,1,35.5363875574527,0,6,1,0,2,0,1,1,2,1
0,0,0,0,0,2,44.223175636976116,1,5,1,1,1,0,1,1,1,0
0,0,1,0,1,1,34.797286967749365,1,3,4,0,0,0,0,2,2,1
0,0,0,0,0,3,24.33745894091396,0,4,5,1,2,0,0,0,0,0
1,0,0,1,0,1,40.855006853541425,0,0,1,0,2,0,1,2,1,1
1,0,0,1,0,2,35.660997913727286,1,3,5,1,2,0,1,0,1,1
0,1,0,0,0,1,37.50188199261956,1,6,2,1,2,0,1,0,0,1
1,0,0,0,1,1,28.06988028693403,0,9,5,1,1,0,0,1,2,1
0,0,0,0,1,0,43.44040212256198,0,2,1,0,2,0,1,2,2,1
0,1,1,0,0,2,43.39287099306428,1,1,1,0,2,0,0,1,2,1
0,0,0,0,0,1,31.18817555467652,0,1,2,1,2,0,0,1,1,0
0,0,0,0,0,0,39.58160217340719,1,2,4,1,2,0,0,0,0,0
0,0,0,0,0,1,43.143849114266516,0,8,2,1,1,0,1,2,1,0
0,0,0,0,0,1,28.572038297376757,0,3,4,1,1,0,0,1,0,0
0,0,0,0,0,2,32.144480576996315,1,2,2,1,2,0,0,0,1,0
0,0,0,1,0,1,33.642059621982376,0,2,1,1,0,0,0,0,1,1
0,1,0,0,0,0,22.690272528314082,0,8,5,1,0,0,0,2,1,1
0,1,0,0,0,2,37.00746135745599,0,5,1,1,1,0,0,1,0,1
0,1,0,0,0,2,42.40946218507449,1,1,4,1,1,0,1,2,1,1
0,1,0,0,0,2,31.561860049174015,0,1,5,0,2,0,1,1,2,1
0,0,0,0,0,3,36.06060550547609,0,4,1,0,2,0,1,1,0,0
1,0,0,1,0,0,45.90680140203904,0,3,3,1,1,0,1,2,1,1
0,0,0,0,0,2,29.132087564332583,0,5,1,1,1,0,0,1,0,0
0,0,0,0,0,2,36.25046447793113,0,4,2,1,1,0,0,1,2,0
0,1,0,0,0,2,27.60074652447203,1,6,4,1,2,0,0,1,0,1
0,0,0,1,0,2,27.346911418654447,0,2,2,0,2,0,1,1,0,1
0,1,0,0,0,1,36.07960733169692,0,4,1,0,1,0,1,2,2,1
0,1,0,0,0,1,35.14473697601357,0,3,2,1,1,0,0,1,1,1
1,1,0,0,0,2,38.062149507607586,0,4,4,1,2,0,0,0,0,1
0,1,0,1,0,0,33.60827637150738,0,2,5,1,2,0,1,0,0,1
1,0,0,0,0,2,37.225828200882134,0,3,1,1,1,0,1,2,1,1
1,0,1,0,0,2,48.38932644026373,0,0,1,1,2,0,1,2,1,1
0,0,0,1,0,1,42.757166769341865,1,6,1,0,0,0,0,0,1,1
1,0,0,0,0,1,36.04694979832374,1,3,3,0,1,0,1,0,0,1
0,0,1,0,0,1,37.59563508453104,0,7,4,1,2,0,1,0,0,1
0,1,0,0,0,0,30.120211274410913,1,2,2,1,0,0,0,0,1,1
0,1,0,0,0,0,31.41954145241726,0,4,1,0,1,0,0,0,2,1
1,0,0,0,0,1,37.47988665524463,0,3,5,0,1,0,1,1,2,1
1,0,0,0,0,0,33.71514708985749,0,3,5,1,1,0,1,1,2,1
0,0,0,0,1,1,40.27507368895313,0,4,2,0,0,0,0,1,1,1
0,0,0,0,0,1,44.683778932048035,0,3,4,1,1,0,1,2,1,0
0,0,0,0,0,3,31.95357656275799,1,1,5,1,1,0,1,1,2,0
0,0,0,0,0,3,14.214286186211861,0,4,3,1,0,0,1,0,1,0
0,0,0,0,0,1,51.81795700985269,0,2,3,0,1,0,1,2,1,0
0,0,0,0,0,1,26.831801772437355,1,6,4,1,0,0,1,2,2,0
0,0,0,0,0,1,34.71500383881772,0,9,5,1,1,0,0,2,0,0
0,0,0,1,0,0,39.66567826656085,0,3,1,1,1,0,1,1,0,1
1,0,0,0,0,2,46.00345391124067,0,3,1,0,1,0,0,1,2,1
0,0,0,0,1,1,49.69611813970218,0,4,4,1,1,0,1,0,2,1
0,0,0,1,0,1,29.51597981876262,1,6,1,0,0,0,0,2,0,1
0,1,0,1,0,2,43.96411483256922,0,1,1,1,2,0,0,2,2,1
1,0,0,0,0,2,34.74121319438624,1,5,2,1,0,0,0,0,2,1
1,0,0,0,0,3,58.41179413297509,0,1,1,1,2,0,0,1,0,1
0,0,0,0,0,1,43.13413593561837,0,5,5,1,1,0,0,0,1,0
0,0,0,0,0,2,31.24949097776546,0,2,2,1,1,0,1,2,1,0
0,1,0,1,0,2,25.524422800087468,0,3,3,0,2,0,0,1,0,1
0,0,1,0,0,2,8.472715562020248,0,3,1,0,1,0,1,2,1,1
0,0,0,0,0,2,39.17448614788528,0,4,3,1,2,1,0,0,2,0
0,0,0,0,0,2,42.27857344931401,0,3,4,1,1,0,0,0,2,0
0,0,0,0,0,2,39.832782132919604,0,2,5,1,1,0,0,2,1,0
0,0,0,0,0,1,11.013245639466344,1,2,4,1,1,0,0,1,0,0
0,0,0,1,0,1,21.200497795887962,0,2,1,1,1,0,0,1,1,1
0,0,0,0,1,2,37.37165834444012,1,3,2,0,1,0,1,1,1,1
0,0,0,0,0,2,49.505370739971355,1,1,1,1,2,0,0,1,1,0
1,0,0,0,0,2,32.38334963467886,0,3,2,1,2,0,1,1,1,1
0,0,0,0,0,1,43.05111978630265,0,1,3,0,1,0,1,1,2,0
1,0,0,0,0,1,23.280016542021976,0,5,3,0,2,0,0,2,1,1
0,0,0,0,0,0,34.82629070366661,0,6,5,0,2,0,1,1,1,0
0,0,0,0,0,2,30.34566078210451,0,4,1,0,1,0,0,1,1,0
0,0,0,0,0,0,43.944582106627436,0,3,2,1,2,0,1,2,0,0
0,0,0,0,0,2,27.879522122291636,0,5,3,1,0,0,0,0,2,0
0,0,1,1,0,2,48.49621795994394,0,0,5,1,1,0,0,2,1,1
0,0,0,0,0,1,30.03827390233411,0,0,1,0,1,1,0,0,2,0
0,0,1,0,0,2,22.950274135784845,0,2,4,0,2,0,0,1,0,1
0,1,0,0,1,2,23.262341945037363,0,8,3,0,2,0,0,0,1,1
0,0,0,0,0,0,27.111427669164915,1,4,1,0,1,0,1,2,0,0
0,0,0,0,0,1,36.34627614968126,1,4,4,0,2,0,1,2,0,0
0,0,0,1,1,2,27.227186232117557,0,6,1,0,2,0,1,0,0,1
0,1,0,0,0,1,25.26956040644596,1,2,4,0,1,0,1,2,2,1
0,0,0,1,0,2,41.17521487926997,0,4,1,1,2,0,1,0,1,1
0,1,0,0,0,2,3.035666922922264,0,3,2,0,2,0,1,1,1,1
1,1,0,0,0,1,28.90210078114845,0,3,4,1,2,0,0,0,2,1
0,0,0,1,0,1,20.491585226063165,0,3,3,1,1,0,0,1,2,1
0,1,0,0,0,0,24.822443723402458,1,1,4,1,1,0,1,0,1,1
1,0,0,0,0,0,35.1668742893785,1,1,4,0,2,0,0,1,1,1
0,1,0,0,0,2,30.991336401174078,1,3,1,1,2,1,0,1,0,1
0,0,0,0,0,2,30.151236530424963,0,1,3,1,0,0,1,0,1,0
0,0,0,0,1,0,43.96243257436766,0,2,5,0,2,0,0,2,1,1
0,0,0,0,0,2,32.77335111435829,0,3,4,1,1,0,1,0,1,0
0,1,0,0,0,1,49.69632892454428,1,5,2,1,2,0,1,0,1,1
0,0,0,0,0,2,39.52338353540711,0,1,2,1,2,0,0,0,2,0
0,0,0,0,0,1,23.909599589749526,1,7,4,0,1,0,1,2,1,0
0,0,0,1,0,0,50.88705532364914,0,1,1,1,2,0,0,1,2,1
1,0,0,0,0,2,35.48637970376641,1,2,5,1,1,0,1,2,2,1
0,0,0,0,0,2,50.30725509093088,0,4,1,1,1,0,1,1,1,0
0,0,0,0,0,1,30.425311449795338,1,4,3,0,2,0,1,1,0,0
0,0,0,0,0,1,35.431755250893715,0,5,4,0,1,0,1,1,1,0
0,0,0,0,0,1,36.91866173752319,1,5,4,0,2,0,0,1,1,0
0,0,0,0,0,1,31.336541899775206,1,1,3,0,2,0,0,1,2,0
0,0,0,1,0,0,44.728855958958036,1,2,1,1,2,0,0,1,0,1
0,0,1,1,0,2,50.873012679090074,0,0,3,0,1,0,1,1,1,1
1,1,0,0,0,2,11.57113560886653,1,2,5,0,1,0,1,2,1,1
0,0,0,0,0,2,40.47781088742106,1,4,1,0,1,0,1,1,0,0
0,1,1,0,0,0,24.581114568383974,0,7,1,0,0,0,1,2,1,1
0,0,0,0,0,2,8.7868813790111,0,2,2,0,1,0,0,1,1,0
0,0,1,0,0,1,37.70826978511699,1,2,3,1,0,0,1,1,1,1
0,0,0,0,0,1,37.729243526748874,0,2,2,0,1,0,0,0,1,0
0,1,0,0,0,2,39.225182728075524,0,0,4,1,2,0,1,0,2,1
0,0,0,0,0,1,36.35055926450278,0,1,3,0,0,0,0,2,2,0
0,0,0,0,0,1,41.03773457653818,0,1,2,1,1,0,0,1,2,0
0,0,0,0,0,1,27.291646147498525,0,7,4,1,1,0,1,2,1,0
0,0,0,0,0,1,35.34900981914074,0,1,1,1,2,0,0,0,2,0
0,1,0,0,1,0,39.392946296385695,1,4,1,0,2,0,1,1,1,1
0,0,0,0,0,2,45.4824919398022,1,3,1,1,1,0,0,2,0,0
0,0,0,1,0,1,33.307762896594845,1,2,4,1,1,0,1,2,2,1
0,0,0,1,1,1,30.911701242733155,1,3,4,1,0,0,0,1,0,1
0,0,1,0,0,0,32.386278280985714,0,5,4,1,2,0,1,1,2,1
0,0,0,0,0,2,21.799584119351373,0,12,2,1,1,0,0,0,0,0
0,0,0,0,0,1,40.057505857208014,0,1,3,1,0,0,1,1,0,0
0,1,0,0,0,1,19.346952766775132,1,1,2,1,1,0,1,1,0,1
1,0,0,0,0,2,36.53596615824747,0,6,3,0,2,0,1,2,0,1
0,1,0,0,1,0,33.68654026701292,0,5,4,1,1,0,1,0,0,1
1,0,0,0,0,1,18.475955141619792,0,2,1,0,1,0,1,1,2,1
0,0,0,0,0,2,19.006301253894293,0,5,3,0,0,0,1,2,0,0
0,0,0,0,0,1,24.96066930128821,0,9,1,0,2,0,1,0,2,0
0,0,0,0,0,1,29.701339609293992,1,6,5,1,1,0,1,2,1,0
0,0,0,0,0,1,46.668457319358154,0,2,5,1,0,0,1,0,2,0
1,0,0,0,0,1,31.870162953142167,1,1,4,1,0,0,0,2,1,1
0,0,0,0,0,3,37.98232850174882,0,4,1,1,2,0,1,2,2,0
0,0,1,0,0,1,44.67943000868638,0,2,2,1,1,0,0,2,0,1
0,0,1,0,0,1,42.88045580771916,1,3,1,1,0,0,1,1,1,1
0,0,0,0,0,2,32.83434467030298,0,2,4,0,0,0,0,0,1,0
0,0,0,0,0,1,26.338614937415507,0,4,1,1,1,0,0,0,1,0
0,0,1,0,0,1,37.53934740515748,0,3,5,0,2,0,0,1,1,1
0,0,0,0,0,2,26.52418208760757,0,4,3,1,0,0,0,1,2,0
0,0,0,0,0,2,49.77768326845908,1,5,4,0,0,0,0,0,1,0
0,1,0,0,0,2,40.97052604474773,0,2,2,0,1,0,1,1,2,1
0,1,1,0,0,0,34.84087562797815,1,5,4,1,1,0,1,0,1,1
1,0,0,0,0,2,37.66784742437553,0,2,2,1,1,0,1,0,1,1
1,0,0,0,1,1,34.55806435247646,0,4,3,0,1,0,0,1,0,1
0,0,0,0,0,1,29.4745344418033,1,4,2,1,2,0,1,1,2,0
0,1,0,0,0,1,37.53707233262813,0,2,5,0,1,0,1,2,2,1
0,0,0,0,0,2,30.641105327050155,0,3,5,1,0,0,1,1,1,0
0,0,0,0,0,2,50.91120242166928,0,3,3,0,0,0,1,2,2,0
0,0,0,1,1,2,26.457858377502994,1,1,4,1,1,0,0,1,2,1
1,0,0,1,0,2,37.631816054948146,1,1,4,1,2,0,1,0,1,1
0,0,0,0,0,0,25.62064361478215,0,1,4,0,2,0,1,0,1,0
1,0,0,0,0,1,25.523573558139574,0,0,5,0,1,0,1,1,1,1
0,0,0,0,0,2,16.28936426310279,1,5,5,1,2,0,1,0,1,0
0,0,0,1,0,1,36.72671847438982,0,4,4,1,0,0,1,1,2,1
0,0,0,0,1,1,27.94806702727909,1,1,1,1,1,0,0,2,1,1
1,0,0,0,0,2,42.97552252499177,1,4,2,1,2,0,0,1,2,1
0,0,0,0,0,2,36.743647151336745,0,3,2,1,0,0,1,1,1,0
0,1,1,0,0,1,34.278489319672495,1,3,3,1,1,0,0,2,1,1
0,0,0,0,0,2,19.782361401946503,0,4,5,1,2,0,1,0,1,0
0,0,0,0,0,2,38.33961933527179,1,3,4,0,1,0,0,1,0,0
0,0,0,0,0,0,26.74204078714911,0,9,4,1,2,0,1,1,0,0
0,1,0,0,0,1,19.57460012579218,0,3,1,0,1,0,0,1,2,1
0,1,1,1,0,1,36.903775359618,1,3,1,1,0,0,1,0,1,1
0,0,0,0,0,1,21.197878629125768,0,5,5,1,2,0,0,1,0,0
0,0,0,0,0,1,13.452540286568066,1,4,1,1,1,0,0,2,1,0
0,0,1,0,0,2,44.96335042966951,1,2,4,0,0,0,0,1,1,1
0,0,0,0,0,1,27.685192373439204,1,7,3,0,2,0,0,2,1,0
0,0,0,0,0,2,16.676261056296045,0,4,2,1,1,0,0,1,1,0
0,1,0,0,0,1,23.94789616070941,1,2,4,0,1,0,1,0,2,1
0,0,0,1,0,1,26.194220147233402,0,3,5,1,1,0,1,0,1,1
1,1,1,0,0,2,43.541313799733985,0,6,2,1,1,0,0,2,1,1
0,1,0,0,0,1,17.43439983123146,1,7,2,1,1,0,0,1,1,1
0,0,1,0,0,2,20.44817157973128,1,3,2,1,1,0,1,1,1,1
0,1,1,0,0,0,42.017747852437324,1,1,3,1,1,0,0,2,2,1
0,0,0,0,0,2,28.717485001119833,0,4,4,0,0,0,0,0,1,0
0,0,0,0,0,1,35.019960463505534,1,3,3,0,0,0,1,2,0,0
0,0,0,0,0,1,28.334394430368945,1,2,1,1,2,0,0,0,1,0
0,0,0,0,0,2,51.69130245844448,0,6,2,1,1,0,1,0,0,0
0,0,0,0,1,2,20.905835049940315,0,0,4,0,1,0,0,1,2,1
0,0,0,1,0,0,35.52367570568765,0,1,5,1,1,0,1,2,0,1
0,0,0,0,0,3,46.87749626149396,0,1,3,0,1,0,0,2,1,0
0,0,1,0,0,2,29.41263010445862,0,6,1,1,1,0,0,2,0,1
0,0,0,0,0,1,25.889901284694545,0,4,3,1,0,0,1,0,0,0
0,1,0,1,0,1,40.03405818659942,1,3,3,1,1,0,0,2,1,1
0,0,1,0,0,1,42.23780273557031,0,3,5,1,2,0,0,0,2,1
1,0,0,0,0,1,25.460895729580884,1,5,2,1,1,0,0,0,2,1
0,0,0,0,0,1,46.49842832332057,0,1,4,1,2,0,1,1,1,0
0,0,0,0,0,2,33.37635615697536,0,3,4,1,0,0,1,1,1,0
0,0,0,0,0,2,37.63148005399288,0,4,4,1,1,0,1,2,2,0
0,0,0,0,0,1,46.74101507201746,1,1,1,0,1,0,0,1,1,0
0,0,0,0,0,0,40.049656099832106,0,0,4,1,0,0,1,2,0,0
0,0,0,0,0,3,32.897682668610976,0,1,3,0,0,0,1,1,2,0
0,1,1,0,0,1,26.65419340938637,1,4,4,1,0,0,1,0,2,1
0,0,0,0,0,1,58.089102551345846,0,3,1,0,1,0,1,1,1,0
0,0,0,0,0,2,25.562149544104507,1,3,2,1,2,0,0,2,2,0
0,0,0,0,1,2,35.85860057401652,0,2,2,1,0,0,1,1,0,1
0,0,0,0,0,3,37.64290130251895,1,7,3,1,0,0,1,0,0,0
1,0,0,0,0,3,38.08297805814997,0,3,3,1,2,0,0,1,0,1
0,0,1,0,0,2,52.69055746673047,0,3,1,0,1,0,0,2,2,1
0,0,0,0,0,1,33.342404674327064,0,2,5,0,2,0,1,2,1,0
1,0,0,0,0,1,32.0158867964682,0,4,5,1,1,0,0,1,2,1
0,0,0,0,0,2,47.33618593575014,1,4,1,0,0,0,1,1,1,0
0,1,0,0,0,0,31.636277441579768,1,3,2,1,0,0,0,2,2,1
0,0,0,1,0,1,41.04702634357765,1,3,4,1,1,0,1,1,2,1
0,0,0,0,1,0,34.70782549894874,0,4,4,0,1,0,0,1,1,1
0,0,0,0,0,1,41.46506672026159,1,4,5,1,1,0,0,1,1,0
0,0,0,0,0,1,39.64666897690633,0,2,5,1,1,0,1,1,2,0
0,0,0,0,0,1,29.151057475563437,0,5,5,0,1,0,0,1,2,0
1,0,0,0,0,1,15.750682618577159,0,2,3,1,2,0,1,0,1,1
0,0,0,0,1,2,17.332648954739142,1,2,2,1,2,0,0,0,1,1
0,0,1,0,0,2,15.784479102808923,0,4,3,0,1,1,0,1,2,1
0,0,0,0,0,2,32.051871180470364,0,2,4,0,1,0,0,2,0,0
0,1,0,0,0,1,11.020582198494985,1,2,1,1,2,0,1,2,2,1
0,0,0,0,0,1,31.412090020518246,0,3,4,1,2,0,1,2,1,0
1,0,0,0,0,0,34.14403632776023,1,6,5,1,0,0,0,1,2,1
0,1,0,0,0,2,40.86290593475444,1,4,1,0,1,0,1,2,2,1
0,0,0,0,0,2,37.59073095573976,0,3,4,1,1,0,1,0,0,0
0,0,0,0,1,1,41.28753113433265,1,2,5,1,0,0,0,1,2,1
1,0,0,0,0,2,36.74931765538915,0,5,1,0,2,0,1,0,1,1
0,0,1,0,0,2,29.891063677456742,0,5,5,0,0,0,1,0,1,1
0,0,0,0,0,0,31.914358621599085,1,6,3,1,0,0,0,1,1,0
0,0,0,0,0,2,24.979711150942446,1,2,2,1,1,0,0,0,1,0
1,0,0,0,0,2,35.02120471355231,0,6,3,0,1,0,0,1,0,1
1,0,1,0,0,0,18.166981381498204,0,2,1,0,0,0,0,0,2,1
1,0,0,0,0,1,42.814129722258656,0,3,3,0,2,0,1,0,1,1
0,1,0,0,0,2,24.003676854323817,1,7,4,1,0,0,0,1,1,1
0,0,1,0,0,2,34.33076149160525,1,6,2,1,2,0,1,1,1,1
0,0,0,0,1,1,35.88974851836057,0,6,2,1,1,0,0,0,1,1
1,0,0,0,0,2,43.71332315278571,1,0,5,0,1,0,1,2,0,1
0,0,0,0,0,1,17.265180769639088,1,5,2,1,1,0,1,0,0,0
0,0,1,1,0,1,29.873229413005003,0,6,3,1,0,0,0,1,1,1
0,0,1,0,0,1,38.01358487182394,0,2,5,0,1,0,0,0,1,1
0,1,1,0,0,2,49.1860066710128,0,4,4,0,0,0,1,2,1,1
0,0,0,0,0,2,32.53890213671966,1,7,2,0,2,0,1,1,0,0
1,0,1,0,1,2,27.372584915511815,0,5,1,1,1,0,1,1,2,1
1,0,0,0,1,3,51.75099543266046,1,2,2,0,1,0,1,2,1,1
0,0,0,0,0,2,40.36381424824951,1,6,1,0,0,0,0,1,0,0
0,0,0,0,0,1,45.67478942816018,0,2,2,1,1,0,1,0,1,0
0,0,0,0,0,2,21.651271232393484,1,2,2,0,1,0,0,1,1,0
0,1,0,0,0,2,37.74650066831238,0,2,5,0,0,0,1,2,1,1
0,0,0,0,0,1,22.825075073508724,1,3,4,1,2,0,0,2,0,0
0,0,1,1,0,1,20.763090770770866,1,3,1,1,1,0,1,1,2,1
0,0,0,0,0,2,38.31148458905852,1,2,2,1,1,0,1,1,1,0
1,0,0,0,0,1,38.96218080994064,1,4,3,0,0,0,1,2,2,1
0,0,1,0,0,1,28.417289161428492,0,3,3,1,2,0,0,1,1,1
0,1,0,0,0,2,46.2179462255848,0,4,3,1,1,0,1,2,1,1
0,1,0,0,0,2,29.468116024243525,1,4,5,1,1,0,1,1,1,1
0,0,0,0,0,0,30.389176570691486,0,7,4,0,2,0,1,1,1,0
0,0,0,0,0,1,32.564839392552436,1,3,1,1,1,0,0,1,1,0
0,1,0,0,1,2,30.64063217713356,1,6,5,1,1,0,1,2,0,1
0,0,0,0,0,2,44.778537784360715,0,5,2,1,2,0,1,2,1,0
1,0,1,0,0,3,23.212158979998293,0,4,3,1,1,0,1,2,2,1
0,0,0,0,0,2,25.884608325899748,0,4,4,1,1,0,1,2,1,0
0,0,0,0,0,2,21.81990981404268,0,4,1,0,2,0,1,2,0,0
0,0,0,0,0,3,50.41670877885644,0,3,3,0,0,0,0,2,2,0
0,1,0,0,0,0,29.881970320843678,1,7,5,0,1,0,0,0,2,1
0,1,0,0,0,0,25.752795927088158,0,4,4,1,2,0,0,0,2,1
0,0,1,0,0,2,30.22803850284312,0,3,2,1,2,0,1,1,2,1
0,0,0,0,0,1,40.79622174155438,0,3,3,0,1,0,0,1,1,0
1,1,0,0,0,0,39.073018889441144,0,3,1,0,1,0,1,1,2,1
0,0,1,0,0,1,27.550835718521896,1,2,1,1,1,0,1,0,0,1
0,0,0,1,1,2,29.18384858746345,0,2,1,1,1,0,1,1,2,1
0,0,0,0,0,2,19.36412480484271,0,5,4,1,1,0,0,2,0,0
0,0,0,0,0,0,34.19012688677809,1,7,3,1,2,0,1,0,1,0
0,0,0,0,0,2,44.825552154382336,0,2,5,0,2,0,0,0,1,0
0,0,1,0,0,1,27.489472393320916,0,6,4,0,1,0,0,1,1,1
0,0,0,0,0,2,38.81306118278038,1,8,2,1,0,0,0,1,1,0
0,1,0,1,0,2,27.486349151323903,1,5,5,0,2,0,0,1,0,1
0,0,0,0,1,2,22.710463845003297,0,8,1,1,2,0,1,0,2,1
0,0,1,0,0,0,39.226602165988595,1,1,1,0,2,0,1,1,0,1
0,0,1,0,0,1,54.73313930456982,0,4,2,1,1,0,0,2,1,1
0,0,0,0,0,1,37.953839566374896,0,2,1,1,1,0,0,0,1,0
0,0,0,0,0,2,29.051137462202526,1,4,2,1,1,0,1,0,1,0
0,0,0,0,1,2,29.650896573086982,1,3,2,0,0,0,0,1,1,1
0,0,0,0,0,2,50.65542412171435,0,8,2,0,2,0,0,2,2,0
0,0,1,0,0,1,35.75491418447622,0,4,3,0,1,0,0,2,2,1
1,1,1,0,0,2,25.776981008234365,0,3,2,0,1,0,1,1,0,1
0,0,1,0,0,1,32.321306910630334,1,2,5,1,0,0,0,1,2,1
0,0,0,0,0,0,34.9008063046124,1,10,3,0,1,0,0,0,1,0
0,0,1,1,0,2,37.26368742487388,1,4,5,1,2,0,0,2,0,1
0,0,1,0,0,0,46.9619609710745,0,5,4,0,1,0,0,0,2,1
1,1,0,0,1,0,44.76585599509012,1,2,1,0,2,0,0,2,0,1
1,1,0,0,0,1,34.74362062126416,1,6,3,1,2,0,1,0,1,1
0,0,0,0,0,1,32.51409452443928,0,2,4,1,2,0,1,2,1,0
0,0,0,0,0,0,36.58266740774948,0,4,5,1,1,0,0,0,2,0
0,0,1,0,0,2,27.243428521532348,0,4,3,1,1,0,0,2,1,1
1,0,0,0,0,1,42.01408689589398,0,5,5,1,1,0,1,1,1,1
0,0,0,0,0,1,31.007712273045225,0,3,3,1,1,0,0,0,0,0
0,0,0,0,0,1,37.46538217478878,0,2,1,1,2,0,0,0,2,0
0,1,0,0,0,2,48.83325820431082,0,2,3,0,2,0,1,0,2,1
0,0,1,0,0,2,38.04110017590004,1,1,4,1,1,0,0,2,0,1
0,0,0,0,0,2,35.045539444038845,0,4,3,1,1,0,1,0,2,0
0,0,0,0,0,3,28.088296648459895,1,6,1,1,1,0,1,2,1,0
0,0,0,0,0,1,32.17391126510603,1,2,1,0,0,0,0,2,1,0
0,0,0,1,0,3,22.334729439533007,0,3,4,0,1,0,1,2,2,1
0,0,0,0,0,1,37.858761364835956,0,3,3,0,1,0,1,2,2,0
0,0,1,0,0,0,13.05043871512046,1,5,1,1,2,0,0,2,1,1
0,0,0,0,0,2,41.906181059342444,0,5,4,1,2,0,0,0,1,0
0,1,0,0,0,1,39.70465710164126,1,2,1,0,0,0,0,2,1,1
0,0,0,0,1,0,33.813091907272764,0,4,1,1,1,0,1,1,0,1
0,0,0,0,0,2,27.94294288381139,0,8,5,0,2,0,1,2,2,0
0,0,1,0,0,2,32.74878272214242,0,5,2,1,0,0,1,2,2,1
0,1,0,0,0,0,16.401520751314376,1,3,1,0,1,0,1,2,2,1
0,0,0,1,0,2,40.561345610359396,1,0,1,0,2,0,0,1,2,1
0,0,0,0,0,2,31.37643178487804,0,3,5,1,1,0,0,0,1,0
0,1,0,0,0,2,46.99164992717472,0,3,2,1,2,0,1,2,1,1
0,0,0,0,0,2,36.545509651658264,0,2,3,1,1,0,1,0,2,0
0,0,0,0,0,2,35.052334064064986,0,2,2,0,1,0,0,1,0,0
0,0,0,0,0,2,36.62881768440505,0,5,1,1,1,0,0,2,1,0
0,1,1,0,1,2,23.827751547405178,0,3,5,0,2,0,1,2,1,1
0,0,0,0,0,2,28.705757036465513,0,3,5,1,1,0,1,0,2,0
0,0,0,0,0,2,34.1364250825792,0,8,5,0,2,0,0,1,2,0
0,0,1,0,0,1,30.086152319504837,1,4,1,0,1,0,1,1,1,1
0,1,1,0,1,3,27.538434010805556,0,5,1,1,1,0,0,2,1,1
0,0,0,0,0,1,30.273714221229337,1,3,5,1,1,0,1,1,2,0
0,0,0,0,0,0,33.31040821315368,0,6,1,1,1,0,0,0,2,0
0,1,0,0,0,2,54.4643030837687,1,7,3,1,2,0,0,0,1,1
0,0,0,0,0,1,29.873860398408173,0,1,3,1,0,1,1,1,1,0
0,1,0,0,0,2,26.599905847593575,1,4,3,1,1,0,1,0,1,1
0,1,0,0,0,0,31.479620375110347,1,2,1,0,1,0,1,2,1,1
0,1,0,0,0,2,46.864832556041755,1,2,2,1,1,0,0,1,1,1
0,0,0,1,0,2,47.529752997303504,1,3,3,1,1,0,0,0,1,1
0,0,0,0,0,2,51.0266121038987,1,8,1,1,0,0,1,1,0,0
