violence_physique,viol_phys_mod,viol_phys_sev,age_femme,education_femme,sit_matrimoniale,enceinte,lecture_journal,ecoute_radio,regarde_tv,score_media,age_conjoint,ecart_age,education_conjoint,conjoint_alcool,region,milieu
1,1.0,0.0,30,Aucun,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,40.0,10.0,Aucun,Non,Sud,Urbain
0,0.0,0.0,32,Superieur,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,42.0,10.0,Secondaire,Oui,Sud,Urbain
0,0.0,0.0,33,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,38.0,5.0,Superieur,Oui,Sud,Urbain
0,0.0,0.0,24,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,28.0,4.0,Secondaire,Oui,Sud,Urbain
0,0.0,0.0,45,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,54.0,9.0,Superieur,Non,Sud,Urbain
0,0.0,0.0,34,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,39.0,5.0,Superieur,Oui,Sud,Urbain
1,1.0,1.0,31,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,37.0,6.0,Superieur,Oui,Sud,Urbain
1,1.0,1.0,47,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,36.0,-11.0,Superieur,Oui,Sud_Ouest,Rural
0,0.0,0.0,37,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,40.0,3.0,Superieur,Non,Sud_Ouest,Rural
0,0.0,0.0,31,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,36.0,5.0,Superieur,Oui,Sud_Ouest,Rural
0,0.0,0.0,42,Secondaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,45.0,3.0,Secondaire,Oui,Sud_Ouest,Rural
0,0.0,0.0,19,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,27.0,8.0,Superieur,Non,Sud_Ouest,Rural
0,0.0,0.0,49,Aucun,Union_libre,Non,Jamais,Jamais,Jamais,0.0,53.0,4.0,Secondaire,Non,Sud_Ouest,Rural
1,1.0,1.0,24,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,38.0,14.0,Secondaire,Oui,Sud_Ouest,Rural
0,0.0,0.0,30,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Sud_Ouest,Rural
1,1.0,0.0,30,Secondaire,Mariee,Oui,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,38.0,8.0,Superieur,Non,Sud_Ouest,Rural
0,0.0,0.0,49,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,60.0,11.0,Superieur,Oui,Sud_Ouest,Rural
0,0.0,0.0,34,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,35.0,1.0,Secondaire,Non,Sud_Ouest,Rural
1,1.0,0.0,29,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,36.0,7.0,Superieur,Non,Sud_Ouest,Rural
0,0.0,0.0,16,Secondaire,Union_libre,Oui,Jamais,Jamais,Jamais,0.0,22.0,6.0,Secondaire,Non,Sud_Ouest,Rural
1,1.0,0.0,45,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,43.0,-2.0,Secondaire,Oui,Sud_Ouest,Rural
0,0.0,0.0,49,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,56.0,7.0,Secondaire,Oui,Sud_Ouest,Rural
0,0.0,0.0,22,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,34.0,12.0,Secondaire,Non,Sud_Ouest,Rural
0,0.0,0.0,18,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,22.0,4.0,Primaire,Non,Extreme_Nord,Urbain
0,0.0,0.0,37,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,41.0,4.0,Superieur,Oui,Extreme_Nord,Urbain
1,1.0,0.0,22,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,33.0,11.0,Superieur,Oui,Extreme_Nord,Urbain
0,0.0,0.0,32,Superieur,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,42.0,10.0,Superieur,Non,Extreme_Nord,Urbain
0,0.0,0.0,46,Primaire,Union_libre,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,65.0,19.0,Superieur,Oui,Extreme_Nord,Urbain
0,0.0,0.0,32,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,58.0,26.0,Primaire,Non,Extreme_Nord,Urbain
1,1.0,0.0,37,Secondaire,Union_libre,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,40.0,3.0,Superieur,Oui,Extreme_Nord,Urbain
0,0.0,0.0,17,Secondaire,Union_libre,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,27.0,10.0,Superieur,Non,Extreme_Nord,Urbain
0,0.0,0.0,21,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,27.0,6.0,Secondaire,Non,Extreme_Nord,Urbain
0,0.0,0.0,42,Secondaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,48.0,6.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,28,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,43.0,15.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,27,Secondaire,Union_libre,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,28.0,1.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,33,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,49.0,16.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,34,Secondaire,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,44.0,10.0,Superieur,Non,Littoral,Urbain
1,1.0,1.0,29,Superieur,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,32.0,3.0,Superieur,Oui,Littoral,Urbain
1,1.0,0.0,30,Secondaire,Separee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,38.0,8.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,23,Primaire,Union_libre,Non,Moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,28.0,5.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,22,Secondaire,Union_libre,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,95.0,73.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,25,Aucun,Mariee,Oui,Jamais,Jamais,Jamais,0.0,31.0,6.0,Aucun,Non,Littoral,Urbain
0,0.0,0.0,24,Primaire,Mariee,Oui,Jamais,Jamais,Jamais,0.0,32.0,8.0,Primaire,Non,Littoral,Urbain
0,0.0,0.0,35,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,50.0,15.0,Aucun,Non,Littoral,Urbain
0,0.0,0.0,35,Aucun,Divorcee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,35,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,66.0,31.0,Aucun,Non,Littoral,Urbain
1,1.0,0.0,31,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,42.0,11.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,28,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,35.0,7.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,38,Primaire,Divorcee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,15,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,25.0,10.0,Primaire,Non,Littoral,Urbain
0,0.0,0.0,35,Aucun,Mariee,Oui,Jamais,Jamais,Jamais,0.0,52.0,17.0,Aucun,Non,Littoral,Urbain
1,1.0,0.0,23,Primaire,Divorcee,Oui,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,30,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Aucun,Non,Littoral,Urbain
0,0.0,0.0,22,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,25.0,3.0,Superieur,Non,Littoral,Urbain
1,1.0,0.0,34,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,40.0,6.0,Secondaire,Non,Sud_Ouest,Rural
1,1.0,0.0,47,Secondaire,Veuve,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,38.0,8.0,Superieur,Oui,Sud_Ouest,Rural
1,1.0,0.0,43,Primaire,Separee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,38.0,8.0,Superieur,Oui,Sud_Ouest,Rural
1,1.0,0.0,30,Primaire,Mariee,Non,Moins_1x_sem,Jamais,Au_moins_1x_sem,1.0,35.0,5.0,Superieur,Oui,Sud_Ouest,Rural
0,0.0,0.0,40,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,43.0,3.0,Secondaire,Oui,Sud_Ouest,Rural
0,0.0,0.0,18,Secondaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,52.0,34.0,Secondaire,Non,Sud_Ouest,Rural
0,0.0,0.0,33,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,44.0,11.0,Superieur,Oui,Sud_Ouest,Rural
1,1.0,0.0,27,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,35.0,8.0,Secondaire,Non,Sud_Ouest,Rural
1,1.0,1.0,42,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,49.0,7.0,Superieur,Oui,Sud_Ouest,Rural
1,1.0,0.0,38,Secondaire,Veuve,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Oui,Sud_Ouest,Rural
1,1.0,1.0,28,Secondaire,Separee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,38.0,8.0,Superieur,Oui,Sud_Ouest,Rural
0,0.0,0.0,39,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,60.0,21.0,Superieur,Non,Sud_Ouest,Rural
0,0.0,0.0,36,Primaire,Mariee,Oui,Jamais,Jamais,Jamais,0.0,55.0,19.0,Superieur,Non,Sud_Ouest,Rural
0,0.0,0.0,19,Secondaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,30.0,11.0,Secondaire,Non,Sud_Ouest,Rural
1,1.0,1.0,47,Primaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,49.0,2.0,Primaire,Oui,Sud_Ouest,Rural
1,1.0,0.0,28,Secondaire,Union_libre,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,38.0,10.0,Superieur,Oui,Sud_Ouest,Rural
0,0.0,0.0,28,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,34.0,6.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,31,Secondaire,Union_libre,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,34.0,3.0,Superieur,Oui,Est,Urbain
1,1.0,1.0,35,Secondaire,Separee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,29,Superieur,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,30.0,1.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,32,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,42.0,10.0,Secondaire,Non,Est,Urbain
0,0.0,0.0,29,Superieur,Mariee,Oui,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,35.0,6.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,35,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,44.0,9.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,33,Primaire,Mariee,Non,Au_moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,40.0,7.0,Superieur,Non,Est,Urbain
1,1.0,0.0,34,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,43.0,9.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,48,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,75.0,27.0,Superieur,Non,Est,Urbain
1,1.0,0.0,37,Primaire,Separee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Non,Est,Urbain
1,1.0,0.0,46,Superieur,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Moins_1x_sem,1.6666666666666667,52.0,6.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,38,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,40.0,2.0,Superieur,Non,Est,Urbain
0,0.0,0.0,39,Primaire,Veuve,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Est,Urbain
1,1.0,1.0,28,Primaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,30.0,2.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,40,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,50.0,10.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,49,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,50.0,1.0,Primaire,Oui,Sud,Rural
0,0.0,0.0,40,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,54.0,14.0,Superieur,Non,Sud,Rural
0,0.0,0.0,42,Primaire,Union_libre,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,50.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,42,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,60.0,18.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,47,Primaire,Mariee,Non,Moins_1x_sem,Jamais,Jamais,0.3333333333333333,67.0,20.0,Superieur,Non,Sud,Rural
0,0.0,0.0,37,Secondaire,Separee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,39,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,53.0,14.0,Aucun,Oui,Sud,Rural
0,0.0,0.0,31,Secondaire,Union_libre,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,42.0,11.0,Superieur,Oui,Centre,Rural
1,1.0,0.0,28,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,30.0,2.0,Secondaire,Non,Centre,Rural
1,1.0,0.0,24,Secondaire,Separee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Centre,Rural
0,0.0,0.0,30,Secondaire,Separee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,38.0,8.0,Superieur,Oui,Centre,Rural
0,0.0,0.0,41,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,45.0,4.0,Superieur,Oui,Centre,Rural
1,1.0,0.0,38,Secondaire,Separee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,38.0,8.0,Superieur,Oui,Centre,Rural
0,0.0,0.0,28,Secondaire,Union_libre,Non,Au_moins_1x_sem,Jamais,Au_moins_1x_sem,1.3333333333333333,29.0,1.0,Superieur,Oui,Centre,Rural
0,0.0,0.0,24,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,30.0,6.0,Superieur,Oui,Centre,Rural
1,1.0,0.0,24,Secondaire,Union_libre,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,36.0,12.0,Superieur,Non,Centre,Rural
0,0.0,0.0,38,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,32.0,-6.0,Superieur,Oui,Centre,Rural
1,1.0,0.0,36,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,45.0,9.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,25,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,27.0,2.0,Superieur,Non,Sud,Rural
1,1.0,0.0,34,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,37.0,3.0,Superieur,Non,Sud,Rural
0,0.0,0.0,29,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,37.0,8.0,Superieur,Non,Sud,Rural
1,1.0,1.0,28,Primaire,Separee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,32,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Moins_1x_sem,1.0,35.0,3.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,22,Primaire,Mariee,Oui,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,40.0,18.0,Aucun,Non,Sud,Rural
0,0.0,0.0,38,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,41.0,3.0,Aucun,Non,Sud,Rural
0,0.0,0.0,26,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,30.0,4.0,Superieur,Non,Sud,Rural
1,1.0,0.0,23,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,35.0,12.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,44,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,45.0,1.0,Primaire,Non,Sud,Rural
0,0.0,0.0,47,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,77.0,30.0,Aucun,Non,Sud,Rural
0,0.0,0.0,43,Primaire,Mariee,Oui,Moins_1x_sem,Moins_1x_sem,Jamais,0.6666666666666666,45.0,2.0,Superieur,Non,Sud,Rural
1,1.0,1.0,39,Secondaire,Divorcee,Non,Moins_1x_sem,Jamais,Jamais,0.3333333333333333,38.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,38,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,60.0,22.0,Superieur,Non,Sud,Rural
0,0.0,0.0,19,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,28.0,9.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,23,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,42.0,19.0,Secondaire,Oui,Sud,Rural
1,1.0,1.0,33,Primaire,Mariee,Oui,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,42.0,9.0,Secondaire,Oui,Sud,Rural
0,0.0,0.0,30,Aucun,Union_libre,Non,Jamais,Jamais,Jamais,0.0,49.0,19.0,Aucun,Non,Nord_Ouest,Rural
1,1.0,0.0,30,Aucun,Union_libre,Non,Jamais,Jamais,Jamais,0.0,48.0,18.0,Aucun,Oui,Nord_Ouest,Rural
1,1.0,0.0,43,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,46.0,3.0,Primaire,Oui,Nord_Ouest,Rural
0,0.0,0.0,17,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,37.0,20.0,Superieur,Non,Nord_Ouest,Rural
0,0.0,0.0,18,Aucun,Mariee,Oui,Jamais,Jamais,Jamais,0.0,29.0,11.0,Aucun,Non,Nord_Ouest,Rural
0,0.0,0.0,40,Aucun,Veuve,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Oui,Nord_Ouest,Rural
1,1.0,1.0,23,Aucun,Union_libre,Oui,Jamais,Au_moins_1x_sem,Moins_1x_sem,1.0,35.0,12.0,Aucun,Oui,Nord_Ouest,Rural
1,1.0,1.0,19,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,35.0,16.0,Aucun,Non,Nord_Ouest,Rural
0,0.0,0.0,45,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,64.0,19.0,Primaire,Oui,Nord_Ouest,Rural
0,0.0,0.0,40,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,45.0,5.0,Primaire,Non,Nord_Ouest,Rural
1,1.0,0.0,26,Aucun,Union_libre,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,34.0,8.0,Primaire,Oui,Nord_Ouest,Rural
0,0.0,0.0,28,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,32.0,4.0,Aucun,Oui,Nord_Ouest,Rural
1,1.0,1.0,23,Aucun,Union_libre,Oui,Jamais,Jamais,Jamais,0.0,27.0,4.0,Primaire,Oui,Nord_Ouest,Rural
1,1.0,1.0,36,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,38.0,2.0,Primaire,Oui,Nord_Ouest,Rural
1,1.0,1.0,35,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,37.0,2.0,Secondaire,Non,Nord_Ouest,Rural
1,1.0,0.0,46,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,59.0,13.0,Superieur,Oui,Centre,Rural
1,1.0,1.0,22,Secondaire,Union_libre,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,27.0,5.0,Superieur,Oui,Centre,Rural
1,1.0,1.0,26,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,39.0,13.0,Superieur,Non,Centre,Rural
1,1.0,1.0,27,Secondaire,Separee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,38.0,8.0,Superieur,Non,Centre,Rural
1,1.0,1.0,45,Secondaire,Separee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,38.0,8.0,Superieur,Non,Centre,Rural
0,0.0,0.0,29,Aucun,Union_libre,Non,Jamais,Jamais,Jamais,0.0,45.0,16.0,Aucun,Non,Centre,Rural
0,0.0,0.0,36,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,39.0,3.0,Superieur,Non,Centre,Rural
1,1.0,0.0,26,Secondaire,Union_libre,Non,Moins_1x_sem,Au_moins_1x_sem,Moins_1x_sem,1.3333333333333333,38.0,12.0,Secondaire,Oui,Centre,Rural
0,0.0,0.0,48,Primaire,Separee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,38.0,8.0,Superieur,Non,Centre,Rural
0,0.0,0.0,38,Superieur,Separee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,38.0,8.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,21,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,36.0,15.0,Secondaire,Oui,Littoral,Urbain
1,1.0,0.0,37,Primaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,45.0,8.0,Secondaire,Oui,Littoral,Urbain
0,0.0,0.0,46,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,59.0,13.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,41,Secondaire,Separee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Littoral,Urbain
1,1.0,0.0,30,Primaire,Veuve,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Littoral,Urbain
1,1.0,0.0,29,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,40.0,11.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,27,Superieur,Union_libre,Non,Moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,27.0,0.0,Aucun,Non,Littoral,Urbain
0,0.0,0.0,26,Primaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,12.0,Superieur,Oui,Littoral,Urbain
1,1.0,1.0,35,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,45.0,10.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,15,Primaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,23.0,8.0,Superieur,Non,Sud,Rural
0,0.0,0.0,39,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,53.0,14.0,Aucun,Non,Sud,Rural
0,0.0,0.0,28,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,40.0,12.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,46,Secondaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,62.0,16.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,44,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,58.0,14.0,Aucun,Non,Sud,Rural
1,1.0,0.0,19,Primaire,Mariee,Oui,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,22.0,3.0,Superieur,Non,Sud,Rural
0,0.0,0.0,34,Primaire,Union_libre,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,42.0,8.0,Superieur,Non,Sud,Rural
0,0.0,0.0,28,Primaire,Union_libre,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,50.0,22.0,Aucun,Non,Sud,Rural
0,0.0,0.0,45,Aucun,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,50.0,5.0,Aucun,Non,Sud,Rural
1,1.0,0.0,48,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,68.0,20.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,44,Primaire,Veuve,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,38.0,8.0,Superieur,Non,Sud,Rural
0,0.0,0.0,31,Primaire,Divorcee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,38.0,8.0,Superieur,Non,Sud,Rural
0,0.0,0.0,19,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Moins_1x_sem,1.0,25.0,6.0,Superieur,Non,Sud,Rural
1,1.0,0.0,49,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,62.0,13.0,Primaire,Non,Sud,Rural
0,0.0,0.0,22,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,27.0,5.0,Secondaire,Non,Sud,Rural
1,1.0,0.0,45,Primaire,Union_libre,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,58.0,13.0,Secondaire,Non,Sud,Rural
1,1.0,1.0,25,Secondaire,Separee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,38.0,8.0,Superieur,Oui,Nord,Urbain
0,0.0,0.0,35,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,40.0,5.0,Superieur,Oui,Nord,Urbain
